State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
WV,92,510,335-7257,no,yes,16,184,99,31.28,96,12.7,3,3.43,2,no
WY,41,510,381-2413,no,no,0,223.8,67,38.05,156,12.3,5,3.32,3,no
SD,125,415,404-9754,no,no,0,163.8,73,27.85,95,15.7,4,4.24,0,no
WY,151,415,394-8861,no,no,0,170.2,89,28.93,100,4.3,3,1.16,0,no
KS,79,415,383-8807,no,no,0,177.9,83,30.24,142,15.2,8,4.1,0,no
OH,88,408,354-3040,no,no,0,274.6,105,46.68,123,9.2,4,2.48,2,no
CO,77,408,393-7984,no,no,0,62.4,89,10.61,64,5.7,6,1.54,5,yes
OR,95,415,348-5725,no,no,0,269,120,45.73,61,7.3,4,1.97,2,yes
WV,104,415,354-7820,no,no,0,225.9,123,38.4,85,10.1,4,2.73,1,no
NJ,53,408,416-6886,no,no,0,228.6,117,38.86,124,10.1,2,2.73,9,yes
UT,195,415,355-3620,no,no,0,63.2,108,10.74,99,5.1,3,1.38,0,no
CT,144,510,416-9021,yes,yes,35,174.8,127,29.72,90,12.8,3,3.46,0,no
CA,79,510,416-8701,no,no,0,157.6,85,26.79,86,9.4,10,2.54,5,yes
WI,105,408,406-2213,no,no,0,147.7,103,25.11,102,12.8,3,3.46,2,no
AK,52,510,414-7942,no,no,0,148.3,83,25.21,104,8.3,6,2.24,3,no
GA,125,415,380-6342,no,yes,39,236.1,107,40.14,107,9.1,4,2.46,2,no
NH,84,408,409-5749,no,yes,30,106.5,65,18.11,61,5.7,3,1.54,2,no
MO,179,510,355-2464,no,no,0,287.3,123,48.84,112,10.5,4,2.84,0,yes
NC,64,408,333-9253,no,yes,19,180.1,106,30.62,118,7.5,3,2.03,0,no
NE,105,408,327-6764,no,no,0,162.3,99,27.59,114,11.1,8,3,4,no
MT,13,415,347-9421,no,yes,31,265.3,94,45.1,117,12.9,1,3.48,1,no
NC,64,510,341-2603,yes,yes,33,127.2,93,21.62,109,8.1,13,2.19,0,no
NH,13,415,356-7580,no,no,0,193.2,89,32.84,104,9.7,2,2.62,4,no
RI,143,408,332-2889,no,no,0,167.8,72,28.53,109,10.5,6,2.84,4,yes
AZ,85,408,354-4445,no,no,0,201.4,52,34.24,106,12,3,3.24,1,no
MA,93,415,341-7412,no,no,0,173,131,29.41,66,10.4,2,2.81,0,no
NJ,75,415,327-6989,no,yes,42,248.9,93,42.31,91,11.2,8,3.02,1,no
VA,153,510,394-9121,no,no,0,195.4,107,33.22,97,11.6,6,3.13,1,no
NE,194,408,408-3532,no,no,0,48.4,101,8.23,87,18.2,1,4.91,1,no
NV,113,415,422-6690,no,yes,23,205,101,34.85,59,10.2,5,2.75,2,no
DE,103,415,346-5053,no,yes,34,138.8,80,23.6,77,11.8,7,3.19,1,no
WV,145,408,346-4919,no,yes,31,216,94,36.72,109,10.7,1,2.89,2,no
ME,151,415,352-8249,no,yes,26,196.5,98,33.41,124,13.4,5,3.62,0,no
MA,58,415,359-2740,no,yes,30,178.1,111,30.28,118,8.4,2,2.27,0,no
MA,102,415,392-1734,no,yes,31,125.3,92,21.3,68,6.3,2,1.7,3,no
AR,116,415,396-9279,no,yes,23,253,78,43.01,104,11.8,3,3.19,2,no
VA,74,408,416-5341,no,no,0,165.3,120,28.1,102,9.8,3,2.65,1,no
DE,89,408,421-9144,no,no,0,197.1,110,33.51,106,12.8,3,3.46,1,no
MS,116,415,417-9128,no,no,0,217.3,91,36.94,76,11.3,3,3.05,2,no
VT,128,510,388-6441,no,yes,29,179.3,104,30.48,78,8.6,7,2.32,0,no
WA,56,415,335-5806,no,yes,29,37.7,115,6.41,101,4.9,3,1.32,1,no
NV,183,415,330-3429,no,no,0,116.7,92,19.84,112,9.7,6,2.62,2,no
NY,67,408,405-2888,no,yes,36,115.6,111,19.65,103,9.9,12,2.67,2,no
TN,70,510,395-4757,no,no,0,126.3,99,21.47,96,9.6,2,2.59,0,no
SC,152,408,397-9933,no,no,0,140.5,92,23.89,89,9.5,5,2.57,2,no
VT,72,415,336-9327,no,no,0,139.9,117,23.78,93,12.7,4,3.43,2,no
CO,37,408,408-1513,no,no,0,199.5,107,33.92,123,8.1,4,2.19,2,no
PA,61,408,383-8848,no,yes,31,288.7,101,49.08,49,8.6,3,2.32,0,no
MN,90,408,421-5994,no,no,0,142.4,126,24.21,71,4.6,4,1.24,1,no
NC,169,408,333-7869,no,no,0,142.5,82,24.23,67,10,4,2.7,2,no
KY,113,408,403-2673,no,yes,20,157.8,83,26.83,100,8.7,2,2.35,5,yes
FL,97,415,415-2285,no,yes,28,202.3,97,34.39,64,6.7,3,1.81,1,no
AL,115,510,390-7370,no,yes,14,192.3,86,32.69,120,10.5,3,2.84,2,no
OK,127,510,403-1128,no,yes,27,2.6,113,0.44,156,9.2,5,2.48,3,no
NE,67,510,362-7951,no,yes,31,175.2,68,29.78,99,13.2,6,3.56,1,no
NE,93,408,332-4291,no,no,0,152.4,74,25.91,120,6.6,5,1.78,3,no
CT,102,415,421-6694,no,yes,25,137.4,100,23.36,93,10.2,6,2.75,2,no
MS,65,415,383-9306,yes,no,0,277.9,123,47.24,71,9.2,10,2.48,0,yes
MI,53,415,346-5707,no,no,0,57.5,95,9.78,128,11.6,6,3.13,3,no
AR,74,510,329-9046,no,no,0,148.5,111,25.25,83,9.9,6,2.67,3,no
NJ,45,510,412-7606,no,no,0,155.7,110,26.47,98,11,1,2.97,1,no
CO,157,415,388-7701,no,no,0,196,74,33.32,81,7.9,6,2.13,1,no
CO,60,408,351-6552,no,no,0,125.1,99,21.27,79,11.2,3,3.02,3,no
RI,36,415,366-8382,no,no,0,235.1,97,39.97,110,7,7,1.89,3,no
WY,94,510,353-8363,no,no,0,271.2,105,46.1,51,11.5,3,3.11,3,yes
OR,165,415,409-8453,no,yes,33,111.6,140,18.97,115,16,3,4.32,0,no
SC,99,415,329-2204,no,yes,33,179.1,93,30.45,96,10.6,1,2.86,2,no
TN,93,510,344-6847,yes,no,0,168.4,114,28.63,48,11.4,3,3.08,1,no
MT,94,510,352-5815,no,no,0,163.5,136,27.8,82,12.6,5,3.4,1,no
RI,63,415,366-4287,yes,no,0,62.9,112,10.69,58,8.9,8,2.4,1,no
NH,35,408,393-8762,no,no,0,138.1,115,23.48,118,10.3,2,2.78,5,yes
IN,64,408,350-1126,no,no,0,113.8,97,19.35,89,10.4,1,2.81,3,no
NJ,197,510,372-8405,no,no,0,154.8,111,26.32,86,10.6,2,2.86,3,no
ME,176,415,408-6621,no,no,0,223.2,76,37.94,80,10.1,2,2.73,3,no
WY,28,415,392-6856,no,no,0,187.8,94,31.93,124,10.6,5,2.86,0,no
DE,87,510,374-6966,no,no,0,256.2,105,43.55,80,7.4,2,2,4,no
RI,121,510,336-1353,no,yes,20,211.9,110,36.02,107,9.4,2,2.54,0,no
DE,115,415,415-8164,no,no,0,195.9,111,33.3,113,13.2,1,3.56,2,no
ME,57,415,369-8576,no,yes,33,193.4,105,32.88,90,11.1,11,3,2,no
NY,115,510,402-1607,no,yes,16,133.3,110,22.66,113,5.6,4,1.51,2,no
MT,130,408,347-3821,no,yes,19,152.9,87,25.99,114,10.8,6,2.92,2,no
VA,89,415,414-6219,no,yes,32,209.9,113,35.68,92,8.7,7,2.35,1,no
NY,111,415,382-4872,no,no,0,181.8,117,30.91,123,9.7,9,2.62,0,no
ID,83,415,345-5980,yes,yes,32,94.7,111,16.1,109,10.6,6,2.86,2,no
LA,9,415,409-9885,no,yes,39,214.1,108,36.4,117,10.1,3,2.73,1,no
WI,116,415,364-2439,no,yes,35,200.4,104,34.07,100,8.3,4,2.24,1,no
ND,87,415,343-4147,yes,yes,40,221.6,79,37.67,124,11.5,3,3.11,1,no
KS,137,408,352-8202,no,no,0,205.9,88,35,84,14.5,4,3.92,2,no
OH,75,510,370-3021,no,yes,46,214.1,62,36.4,126,9.2,6,2.48,0,no
OK,57,408,395-2854,no,yes,25,176.8,94,30.06,116,8.3,4,2.24,0,no
OH,144,415,392-3813,no,yes,18,106.4,109,18.09,111,10.1,5,2.73,1,no
MS,29,510,401-6982,no,no,0,313.2,103,53.24,106,12.8,4,3.46,2,yes
SD,110,408,357-4078,no,yes,40,202.6,103,34.44,98,9,9,2.43,2,no
WA,51,408,338-6981,no,no,0,232.4,109,39.51,107,9.1,3,2.46,1,no
CT,155,510,380-7277,no,no,0,165.4,108,28.12,108,8.9,4,2.4,3,no
KY,57,415,344-4691,no,yes,29,279.9,121,47.58,94,13,2,3.51,1,no
TN,78,415,332-6934,no,no,0,149.7,119,25.45,126,9.7,8,2.62,0,no
KY,64,415,349-8391,yes,no,0,146.7,83,24.94,69,12.5,3,3.38,3,no
PA,96,510,359-1441,no,no,0,179.5,125,30.52,133,6.6,2,1.78,1,no
AZ,140,408,411-4674,no,no,0,173.2,91,29.44,128,11.2,5,3.02,3,no
MA,160,408,387-3332,no,no,0,166.8,109,28.36,77,9.3,1,2.51,1,no
FL,130,415,343-9946,no,no,0,162.8,113,27.68,140,7.2,3,1.94,1,no
NV,71,415,352-8327,yes,no,0,178.2,113,30.29,111,13.6,3,3.67,3,yes
TX,90,415,399-4413,no,no,0,109.6,88,18.63,121,11,5,2.97,2,no
ID,101,510,406-4768,no,yes,17,193.9,71,32.96,97,12.6,7,3.4,0,no
WY,120,415,381-8422,no,yes,24,227.5,81,38.68,128,9,13,2.43,1,no
NY,163,408,413-2241,no,no,0,247.7,77,42.11,82,9.6,7,2.59,0,yes
MS,17,408,391-6709,no,yes,35,198.5,123,33.75,130,8.1,10,2.19,1,no
WI,91,408,377-7276,no,yes,44,216.6,101,36.82,95,9.1,3,2.46,1,no
CO,90,408,393-8199,no,yes,30,183.8,76,31.25,124,7.7,3,2.08,1,no
SD,121,415,392-2459,no,no,0,179.4,70,30.5,113,11.2,5,3.02,1,no
NM,147,408,357-5995,yes,no,0,183.8,113,31.25,87,10.1,4,2.73,1,no
IL,58,415,404-9348,yes,yes,43,142.8,96,24.28,105,8.9,4,2.4,1,no
RI,83,415,334-5844,no,yes,20,95,89,16.15,79,11.2,2,3.02,0,no
DC,63,408,399-6786,no,no,0,83,64,14.11,89,13,3,3.51,0,no
WY,80,510,400-5389,no,no,0,101.1,121,17.19,74,7.3,5,1.97,0,no
VA,99,510,352-4401,no,no,0,128.3,78,21.81,140,14.3,9,3.86,2,no
NE,80,415,356-7239,no,no,0,127.8,67,21.73,63,15.9,2,4.29,2,no
WV,191,408,351-8398,no,no,0,162,104,27.54,83,10.9,7,2.94,1,no
UT,61,408,335-9726,no,yes,25,163.7,78,27.83,118,9.9,3,2.67,3,no
NC,55,408,359-7562,yes,no,0,221,115,37.57,117,9.7,4,2.62,1,no
NM,119,415,352-5118,yes,yes,15,160,95,27.2,107,8.7,5,2.35,5,yes
WA,104,415,390-2320,no,no,0,139.7,78,23.75,102,11.3,5,3.05,2,no
AZ,88,415,417-9844,no,no,0,172.8,81,29.38,107,12.8,5,3.46,2,no
OH,80,415,382-2453,no,no,0,197.6,83,33.59,98,6.4,6,1.73,1,no
NM,122,408,370-9755,no,yes,33,174.9,103,29.73,116,13.5,3,3.65,1,yes
OR,103,510,394-2560,yes,no,0,171.7,78,29.19,106,6.8,3,1.84,3,no
OK,180,415,402-7372,no,no,0,143.5,121,24.4,82,8.8,5,2.38,3,no
NV,144,415,375-8238,yes,no,0,150,69,25.5,121,9.4,15,2.54,0,no
MS,136,415,348-7071,no,yes,24,174.6,76,29.68,91,8.8,5,2.38,2,no
NM,158,408,377-2725,no,no,0,172.4,114,29.31,104,0,0,0,2,no
AK,52,408,375-5562,no,no,0,217,104,36.89,109,11.8,4,3.19,2,no
